#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,edge_id,entity_id,entity_type,measurement_id,tag_id,tenant_id
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:18:00Z,3141952393.3403993,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:19:00Z,3141952394.0082946,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:20:00Z,3141952394.8040137,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:21:00Z,3141952395.5473003,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:22:00Z,3141952396.014202,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:23:00Z,3141952396.243013,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:24:00Z,3141952396.438694,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:25:00Z,3141952396.8617263,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:26:00Z,3141952397.535173,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:27:00Z,3141952398.278953,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
